transaction_id,timestamp,customer_id,persona,merchant,amount,country,transaction_type,device,preferred_device,hour,fraud_score,label
452ff79a-65d7-4781-aa11-12e17fa2958f,2026-07-20T14:00:50,CUST00002,Student,Takealot,1006.62,Namibia,CASH_WITHDRAWAL,DEVICE010,DEVICE010,14,2.9,0
2e62c8c8-1ad6-4885-9b40-5b6ed1cdacee,2026-07-20T13:09:09,CUST00002,Student,Checkers,833.31,Namibia,CASH_WITHDRAWAL,DEVICE010,DEVICE010,13,3.0,0
6a311a28-2baa-4723-bdba-ca2c3bb0b05a,2026-07-20T03:06:50,CUST00002,Student,Checkers,807.25,Namibia,ONLINE,DEVICE010,DEVICE010,3,2.2,0
f78b1d53-e11b-4c39-9671-4658209bc9a4,2026-07-20T13:41:31,CUST00002,Student,Takealot,1014.67,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,13,3.4,0
1a4ff5d3-f341-4cb0-b497-c8ad0ace6623,2026-07-20T05:09:39,CUST00002,Student,Checkers,822.85,Namibia,POS,DEVICE010,DEVICE010,5,2.1,0
a2f96306-e60d-4ae6-8fa4-c0394cb3e063,2026-07-20T01:56:21,CUST00002,Student,Checkers,876.16,Namibia,WIRE_TRANSFER,DEVICE010,DEVICE010,1,5.0,0
44030ed1-23cd-4e55-96e4-cfc9587969bf,2026-07-20T08:01:21,CUST00002,Student,Checkers,547.28,Namibia,CRYPTO,DEVICE010,DEVICE010,8,4.0,0
00bf4286-a9b8-45c2-9296-8ff03637f9a7,2026-07-20T22:55:14,CUST00002,Student,Takealot,601.72,Namibia,CRYPTO,DEVICE010,DEVICE010,22,3.9,0
27345052-60c1-4c46-8a5e-7ed7eaa00073,2026-07-20T10:26:38,CUST00002,Student,Spotify,593.96,Namibia,CRYPTO,DEVICE010,DEVICE010,10,3.8,0
d348d8aa-0656-46f3-bd23-6053da059139,2026-07-20T06:26:47,CUST00002,Student,Checkers,437.25,Namibia,CRYPTO,DEVICE010,DEVICE010,6,4.0,0
a392dc44-4475-4917-a748-9b75029908fc,2026-07-20T01:10:04,CUST00002,Student,Takealot,934.54,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,1,4.4,0
8a1b4b48-1a5b-4bda-9f89-cf82ce934594,2026-07-20T04:33:56,CUST00002,Student,Takealot,897.5,Namibia,WIRE_TRANSFER,DEVICE010,DEVICE010,4,4.9,0
4c624114-33ef-4101-a69f-c54428e3317c,2026-07-20T06:15:02,CUST00002,Student,Checkers,392.48,Namibia,MOBILE_PAYMENT,DEVICE010,DEVICE010,6,1.2,0
b62a0921-6e7a-4e7a-8f1a-14719e8c4b8d,2026-07-20T22:23:52,CUST00002,Student,Takealot,408.51,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,22,3.4,0
e1efbcee-28b9-4f59-a559-2c3e70a05051,2026-07-20T04:35:22,CUST00002,Student,Takealot,5053.42,Namibia,WIRE_TRANSFER,DEVICE010,DEVICE010,4,4.9,0
e7345b50-15b8-4976-818b-0a1d4fb74dd3,2026-07-20T23:05:18,CUST00002,Student,Takealot,492.33,Namibia,BANK_TRANSFER,DEVICE010,DEVICE010,23,1.7,0
f58768d3-a7df-43bd-a906-d5e822374687,2026-07-20T18:13:54,CUST00002,Student,Spotify,657.83,Namibia,ATM,DEVICE010,DEVICE010,18,1.2,0
f9cf6a38-cf65-4f77-9b99-8f38031f6f7e,2026-07-20T08:32:01,CUST00002,Student,Spotify,851.36,Namibia,MOBILE_PAYMENT,DEVICE010,DEVICE010,8,1.0,0
7126a656-dfa1-452a-a9b5-eca4014bfc09,2026-07-20T20:51:00,CUST00002,Student,Checkers,377.6,Namibia,ATM,DEVICE010,DEVICE010,20,1.4,0
0a90958b-01ba-4c0d-b120-201b117d8944,2026-07-20T22:41:17,CUST00002,Student,Spotify,558.27,Namibia,BANK_TRANSFER,DEVICE010,DEVICE010,22,1.6,0
d47d466b-a729-4e86-a7b0-e0e1fd93137e,2026-07-20T14:29:19,CUST00002,Student,Takealot,1035.45,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,14,3.4,0
c105fd92-aa79-495f-982e-84a139ed4ac8,2026-07-20T18:32:42,CUST00002,Student,Checkers,757.31,Namibia,WIRE_TRANSFER,DEVICE010,DEVICE010,18,4.0,0
349ed8c4-77b3-4b1a-93da-3a1bd77100e7,2026-07-20T09:30:04,CUST00002,Student,Takealot,787.6,Namibia,BANK_TRANSFER,DEVICE010,DEVICE010,9,1.7,0
4d03b72f-13a4-45af-a811-60ec6d5da376,2026-07-20T08:45:57,CUST00002,Student,Takealot,1104.36,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,8,3.4,0
5d894a1e-46ca-42b1-8a11-eed92e2088af,2026-07-20T16:57:03,CUST00002,Student,Checkers,592.7,Namibia,ATM,DEVICE010,DEVICE010,16,1.4,0
909bdcaf-7957-41c1-90d2-c31c438d95a4,2026-07-20T21:01:41,CUST00002,Student,Checkers,670.84,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,21,3.5,0
f49f47c2-315b-4c59-a271-fe5df58cc523,2026-07-20T13:47:02,CUST00002,Student,Takealot,1111.12,Namibia,BANK_TRANSFER,DEVICE010,DEVICE010,13,1.7,0
78031a94-a566-4bc7-9113-eda4906f58f0,2026-07-20T10:14:43,CUST00002,Student,Checkers,896.39,Namibia,MOBILE_PAYMENT,DEVICE010,DEVICE010,10,1.2,0
e4220ef4-58db-4a84-8d95-d27e0a073f3c,2026-07-20T21:19:54,CUST00002,Student,Checkers,844.63,Namibia,CRYPTO,DEVICE010,DEVICE010,21,4.0,0
1e974f14-7da7-4e17-ad40-cd3b04c2781d,2026-07-20T05:30:08,CUST00002,Student,Spotify,994.75,Namibia,CASH_WITHDRAWAL,DEVICE010,DEVICE010,5,3.8,0
9206bfbc-75db-477d-8fea-276cf492a5e9,2026-07-20T05:57:21,CUST00002,Student,Checkers,562.92,Namibia,CASH_WITHDRAWAL,DEVICE010,DEVICE010,5,4.0,0
95ee206f-3425-44ac-a5b7-6d1a24cecbab,2026-07-20T07:19:26,CUST00002,Student,Checkers,437.26,Namibia,INTERNATIONAL_TRANSFER,DEVICE010,DEVICE010,7,3.5,0
41536281-a511-448b-a3af-9715282ce328,2026-07-20T14:30:03,CUST00002,Student,Takealot,646.79,Namibia,BANK_TRANSFER,DEVICE010,DEVICE010,14,1.7,0
0ce2989a-4d5b-458b-bf52-a13e06afbb06,2026-07-20T15:32:07,CUST00002,Student,Checkers,804.01,Namibia,ONLINE,DEVICE010,DEVICE010,15,1.2,0
49425596-7635-4734-9cbf-3be42058f367,2026-07-20T03:36:57,CUST00002,Student,Checkers,654.2,Namibia,BANK_TRANSFER,BLACKLISTED_DEVICE,DEVICE010,3,5.8,0
02ae8c57-4fb8-4ec7-84dc-473b080455c7,2026-07-20T02:40:11,CUST00002,Student,Takealot,477.27,Namibia,ATM,DEVICE010,DEVICE010,2,2.3,0
90dc39ba-3204-481e-91c8-0cae94f41b3a,2026-07-20T14:48:49,CUST00002,Student,Takealot,841.8,Namibia,POS,DEVICE010,DEVICE010,14,1.0,0
0edec766-bc7a-4ea2-8514-d218c45c35c6,2026-07-20T15:49:05,CUST00002,Student,Spotify,798.6,Namibia,ATM,DEVICE010,DEVICE010,15,1.2,0
78b1aab2-c315-47c3-8df8-a80284710662,2026-07-20T12:30:24,CUST00002,Student,Spotify,826.94,Namibia,WIRE_TRANSFER,DEVICE010,DEVICE010,12,3.8,0
e0f8832b-f488-430d-afc1-6c459910e2cc,2026-07-20T23:00:57,CUST00002,Student,Spotify,398.99,Namibia,MOBILE_PAYMENT,DEVICE010,DEVICE010,23,1.0,0
56cc1168-6b81-4d9d-a9bb-74b924b14fd9,2026-07-20T02:19:08,CUST00003,Student,Takealot,343.12,Germany,CASH_WITHDRAWAL,UNKNOWN_DEVICE,DEVICE009,2,6.0,1
b200d936-4c5a-419d-ba20-79171a29b779,2026-07-20T04:38:33,CUST00003,Student,Checkers,241.21,Iran,BANK_TRANSFER,DEVICE009,DEVICE009,4,5.6,0
96715f83-33d5-4080-a952-15f517d16260,2026-07-20T10:31:22,CUST00003,Student,Takealot,254.89,Germany,ATM,DEVICE009,DEVICE009,10,1.9,0
b4877dbe-f234-4ce5-a2a9-0157222f10cb,2026-07-20T00:46:08,CUST00003,Student,Checkers,181.51,Germany,WIRE_TRANSFER,DEVICE009,DEVICE009,0,5.6,0
1b3c3e4c-6a40-4ed8-932b-8a1773634256,2026-07-20T05:45:41,CUST00003,Student,Checkers,336.9,Germany,CASH_WITHDRAWAL,DEVICE009,DEVICE009,5,4.6,0
811c1f0d-93ff-419f-9937-708695074519,2026-07-20T17:38:03,CUST00003,Student,Checkers,238.93,Germany,BANK_TRANSFER,DEVICE009,DEVICE009,17,2.4,0
904561c7-5d4e-446c-b2e0-9febfab0789b,2026-07-20T01:26:28,CUST00003,Student,Netflix,166.01,Germany,POS,DEVICE009,DEVICE009,1,2.5,0
f4553167-9ec4-4a83-9c43-a6e17faadd3b,2026-07-20T15:13:44,CUST00003,Student,Takealot,170.24,Germany,BANK_TRANSFER,DEVICE009,DEVICE009,15,2.3,0
27befd8a-568e-4754-bcef-eb626b12eb09,2026-07-20T13:42:33,CUST00003,Student,Netflix,308.57,Germany,BANK_TRANSFER,DEVICE009,DEVICE009,13,2.2,0
3ed98324-2b86-4137-9d6a-246012639dd2,2026-07-20T13:06:32,CUST00003,Student,Takealot,306.52,Germany,ATM,DEVICE009,DEVICE009,13,1.9,0
1dc26fc6-613b-4eb2-9cab-64b921950d4e,2026-07-20T03:31:12,CUST00003,Student,Netflix,305.13,Germany,BANK_TRANSFER,DEVICE009,DEVICE009,3,3.2,0
d95fb6ca-4f86-41b0-a73a-5d445c6466b9,2026-07-20T16:22:45,CUST00003,Student,Netflix,191.03,Germany,BANK_TRANSFER,DEVICE009,DEVICE009,16,2.2,0
b07496ee-483d-44c0-83ee-421fb9ee87bc,2026-07-20T17:13:44,CUST00003,Student,Takealot,217.13,Germany,POS,DEVICE009,DEVICE009,17,1.6,0
0e803147-f231-4c19-bf54-a07e965a4981,2026-07-20T00:58:07,CUST00003,Student,Takealot,226.75,Germany,POS,DEVICE009,DEVICE009,0,2.6,0
d7f764fe-0a50-4259-a1c5-798d828bdb07,2026-07-20T02:04:46,CUST00003,Student,Netflix,319.14,Germany,ATM,DEVICE009,DEVICE009,2,2.8,0
6908ca10-19a0-4e21-90d4-a7e1578556c6,2026-07-20T20:18:16,CUST00003,Student,Netflix,164.15,Germany,BANK_TRANSFER,DEVICE009,DEVICE009,20,2.2,0
227ab167-1b4f-4da7-a6d7-4ab184b9e055,2026-07-20T01:23:51,CUST00003,Student,Takealot,150.17,Germany,ATM,DEVICE009,DEVICE009,1,2.9,0
ccdcbb31-f6a4-4f0d-a297-341a26edc848,2026-07-20T03:56:02,CUST00003,Student,Netflix,221.87,Germany,ONLINE,DEVICE009,DEVICE009,3,2.6,0
de7fd986-820a-45c9-9ad8-04e5e29823e0,2026-07-20T10:28:39,CUST00003,Student,Checkers,369.1,Germany,ATM,DEVICE009,DEVICE009,10,2.0,0
aeb0ac0e-c72a-4ab5-820e-af4266edd9d7,2026-07-20T11:11:07,CUST00003,Student,Takealot,376.32,Germany,ONLINE,DEVICE009,DEVICE009,11,1.7,0
27221a30-c43b-40e2-aadc-47e37e6b3302,2026-07-20T08:44:54,CUST00003,Student,Takealot,245.77,Germany,CRYPTO,DEVICE009,DEVICE009,8,4.5,0
da1caacf-1b94-4c3e-80a9-edf1d08761cf,2026-07-20T03:46:03,CUST00003,Student,Takealot,354.87,Germany,ATM,DEVICE009,DEVICE009,3,2.9,0
f46eb511-1ece-4714-9c51-1a7b0d93ee93,2026-07-20T18:11:39,CUST00003,Student,Checkers,164.81,Germany,CRYPTO,DEVICE009,DEVICE009,18,4.6,0
ec19740c-3f15-4e54-b845-a18e46c1613b,2026-07-20T21:46:57,CUST00003,Student,Takealot,349.21,Germany,POS,DEVICE009,DEVICE009,21,1.6,0
02e7bc71-3eb3-43be-9538-1c9508752eb8,2026-07-20T03:28:02,CUST00003,Student,Checkers,268.38,Germany,CRYPTO,DEVICE009,DEVICE009,3,5.6,0
2458dfd8-e63b-4fbd-a035-d7cdbaa5e6d2,2026-07-20T00:43:33,CUST00003,Student,Checkers,207.92,Germany,INTERNATIONAL_TRANSFER,DEVICE009,DEVICE009,0,5.1,0
cb9b12bc-4987-4dfa-9b7b-759726bc1d33,2026-07-20T21:33:33,CUST00003,Student,Netflix,293.93,Germany,MOBILE_PAYMENT,DEVICE009,DEVICE009,21,1.6,0
a04c1b39-c28b-4e4b-bdea-d34b30541488,2026-07-20T13:15:30,CUST00003,Student,Netflix,327.76,Germany,ONLINE,DEVICE009,DEVICE009,13,1.6,0
cfb1c559-984b-45d3-9b68-eead17d76fbb,2026-07-20T04:35:57,CUST00003,Student,Takealot,317.69,Germany,WIRE_TRANSFER,DEVICE009,DEVICE009,4,5.5,0
7dc62752-7d0d-4159-93b8-367f903a091b,2026-07-20T16:54:31,CUST00003,Student,Netflix,151.4,Germany,ATM,DEVICE009,DEVICE009,16,1.8,0
cbaed5f1-8bda-4ffc-b70e-cc294dc7b997,2026-07-20T10:17:03,CUST00003,Student,Checkers,156.94,Germany,CRYPTO,DEVICE009,DEVICE009,10,4.6,0
c45cbb81-2d35-425c-8257-0422236a4563,2026-07-20T12:05:29,CUST00003,Student,Netflix,197.3,Germany,WIRE_TRANSFER,DEVICE009,DEVICE009,12,4.4,0
b82053ef-a053-40ad-b19b-19044f7935e9,2026-07-20T02:28:20,CUST00003,Student,Takealot,355.24,Germany,CRYPTO,DEVICE009,DEVICE009,2,5.5,0
b0d41f8e-4a10-4027-8eae-209d6395f5ff,2026-07-20T03:02:35,CUST00003,Student,Checkers,404.22,Germany,POS,DEVICE009,DEVICE009,3,2.7,0
7aae9a11-27b2-4475-9ab7-356f0528de05,2026-07-20T19:40:19,CUST00003,Student,Netflix,136.55,Germany,ONLINE,DEVICE009,DEVICE009,19,1.6,0
07528e9b-062d-427e-a4d0-e4d1aff37906,2026-07-20T10:03:52,CUST00003,Student,Netflix,290.02,Germany,CRYPTO,DEVICE009,DEVICE009,10,4.4,0
95f4a740-a873-47a1-abb9-63466625090b,2026-07-20T17:38:30,CUST00003,Student,Checkers,367.0,Germany,INTERNATIONAL_TRANSFER,DEVICE009,DEVICE009,17,4.1,0
1570eaac-1650-47d4-a1bc-dc2b084e5c15,2026-07-20T00:57:10,CUST00003,Student,Unknown Merchant,315.91,Nigeria,CRYPTO,BLACKLISTED_DEVICE,DEVICE009,0,13.0,1
6a53a2ea-7f62-47f4-b692-9dd1c4c5dbc3,2026-07-20T03:12:12,CUST00003,Student,Takealot,174.84,Germany,WIRE_TRANSFER,DEVICE009,DEVICE009,3,5.5,0
1f3f2cef-d92f-4f16-96c7-f7d867c7e6fd,2026-07-20T06:50:12,CUST00003,Student,Checkers,390.45,Germany,WIRE_TRANSFER,DEVICE009,DEVICE009,6,4.6,0
c9fae541-1316-4595-9e82-c72e0db13945,2026-07-20T01:53:43,CUST00004,Professional,Amazon,3991.92,Nigeria,WIRE_TRANSFER,DEVICE004,DEVICE004,1,7.2,1
8912d852-fa60-4614-865c-f49164ff09d0,2026-07-20T14:32:08,CUST00004,Professional,Amazon,2969.02,Nigeria,CRYPTO,DEVICE004,DEVICE004,14,6.2,1
dcf903f7-8296-4f6f-8daa-dfa6fab65e5b,2026-07-20T17:53:37,CUST00004,Professional,Woolworths,2402.66,Nigeria,POS,DEVICE004,DEVICE004,17,3.4,0
208a998e-aa11-472d-8327-963677e6fd53,2026-07-20T22:46:52,CUST00004,Professional,Woolworths,6785.7,Nigeria,ATM,DEVICE004,DEVICE004,22,3.7,0
a61fdd22-b17f-456e-8fd2-81fc315a13bd,2026-07-20T16:26:38,CUST00004,Professional,Shell,2875.33,Nigeria,INTERNATIONAL_TRANSFER,DEVICE004,DEVICE004,16,5.9,0
fd551b56-e5a2-49eb-a4ce-7eb0a2ccbd25,2026-07-20T12:18:28,CUST00004,Professional,Amazon,6013.95,Nigeria,BANK_TRANSFER,DEVICE004,DEVICE004,12,4.0,0
1f3bed7e-3f52-4c22-baf8-38daa4731f70,2026-07-20T09:35:55,CUST00004,Professional,Shell,3040.29,Nigeria,CASH_WITHDRAWAL,DEVICE004,DEVICE004,9,5.4,0
1fc231bb-c082-441b-951f-f2f1f84f5d59,2026-07-20T20:13:39,CUST00004,Professional,Woolworths,5773.37,Nigeria,CASH_WITHDRAWAL,DEVICE004,DEVICE004,20,5.3,0
2f4e70d9-f8e0-43b4-bf6a-4d7f266b16b8,2026-07-20T21:45:41,CUST00004,Professional,Amazon,3766.32,Nigeria,INTERNATIONAL_TRANSFER,DEVICE004,DEVICE004,21,5.7,0
9f57fb3a-0b33-42c0-aba2-88ce43dce9fd,2026-07-20T22:22:35,CUST00004,Professional,Shell,4782.55,Nigeria,INTERNATIONAL_TRANSFER,DEVICE004,DEVICE004,22,5.9,0
33091da5-bcfe-49af-99f7-d0dfc539496d,2026-07-20T21:53:34,CUST00004,Professional,Woolworths,5158.49,Nigeria,WIRE_TRANSFER,DEVICE004,DEVICE004,21,6.3,1
c2825cf4-f592-4ea1-8cdd-cf951ec3c5ef,2026-07-20T00:01:24,CUST00004,Professional,Woolworths,6562.3,Nigeria,WIRE_TRANSFER,DEVICE004,DEVICE004,0,7.3,1
625c9e33-6adb-4814-bf05-6e0a0a5d3b44,2026-07-20T06:50:10,CUST00004,Professional,Shell,2634.8,Nigeria,POS,DEVICE004,DEVICE004,6,3.5,0
37959daa-af0e-43ec-94b6-f9f538769d78,2026-07-20T01:18:13,CUST00004,Professional,Woolworths,5637.67,Nigeria,ATM,DEVICE004,DEVICE004,1,4.7,0
9ed844f0-09f2-4651-94bc-2f2c022b8f7d,2026-07-20T03:43:47,CUST00004,Professional,Amazon,2535.91,Nigeria,CRYPTO,DEVICE004,DEVICE004,3,7.2,1
0aa3ddcc-0246-41c7-a324-e4f3e0465dc0,2026-07-20T12:50:50,CUST00004,Professional,Amazon,6502.1,Nigeria,CASH_WITHDRAWAL,DEVICE004,DEVICE004,12,5.2,0
b2a7b066-6b3a-4f7b-8cb3-24e0b0bc13b5,2026-07-20T12:50:43,CUST00004,Professional,Amazon,3752.31,Nigeria,POS,DEVICE004,DEVICE004,12,3.3,0
90a4590d-41e8-4b92-a631-48c857424ac8,2026-07-20T00:12:39,CUST00004,Professional,Woolworths,6983.23,Nigeria,POS,DEVICE004,DEVICE004,0,4.4,0
866c00a9-664f-481f-95a5-15dca6dc07d7,2026-07-20T18:38:12,CUST00004,Professional,Woolworths,6336.04,Nigeria,INTERNATIONAL_TRANSFER,DEVICE004,DEVICE004,18,5.8,0
6149d3f2-16d8-432d-a7fe-b48bdd637d4c,2026-07-20T14:43:04,CUST00004,Professional,Amazon,6975.88,Nigeria,BANK_TRANSFER,DEVICE004,DEVICE004,14,4.0,0
5e1e512e-b739-45cf-a4e7-76af6be2b1e3,2026-07-20T03:27:17,CUST00004,Professional,Shell,6967.23,Nigeria,CASH_WITHDRAWAL,DEVICE004,DEVICE004,3,6.4,1
84dab316-b545-494e-9818-eb0ecb5692f8,2026-07-20T18:00:21,CUST00004,Professional,Amazon,3640.84,Nigeria,ATM,DEVICE004,DEVICE004,18,3.6,0
93b8606f-04db-4ece-8b62-a4667a7cd9a8,2026-07-20T01:20:38,CUST00004,Professional,Woolworths,5762.96,Nigeria,ATM,DEVICE004,DEVICE004,1,4.7,0
b05f7592-37d1-4a91-b4f4-53da5cf039b2,2026-07-20T15:35:22,CUST00004,Professional,Shell,6067.72,Nigeria,BANK_TRANSFER,DEVICE004,DEVICE004,15,4.2,0
36b0bf3c-059b-41ec-beaf-93ab393c86ef,2026-07-20T16:11:33,CUST00004,Professional,Shell,6117.13,Nigeria,INTERNATIONAL_TRANSFER,DEVICE004,DEVICE004,16,5.9,0
e98feec1-5a45-4e4f-a92c-f1c380b57ea7,2026-07-20T13:25:05,CUST00004,Professional,Shell,6127.73,Nigeria,ATM,DEVICE004,DEVICE004,13,3.8,0
